sent,level
はじめに参加者全員で、震災の犠牲者を悼んで黙とうをささげました。,3.5
よりよい陸前高田市を受け継ぐことが私たちの使命です。,3.5
両親には立派に成人を迎えられたと伝えたい。,3.5
新成人の中には震災で家族を亡くした人も多くいます。,3.5
芙美さんの思い出とともに過ごしてきた小林さん。,3.5
成人式に着ていく振り袖は、この日のために両親が購入してくれました。,3.5
宮城県気仙沼市本吉町の松本裕生さん（１９）です。,3.5
遺影のそばには父があの日も身につけていた形見の腕時計が飾られています。,3.5
松本さんはこの時計をつけて成人式に向かいました。,3.5
こうした”空港型免税店”を市街地で開業しようという動きが相次いでいます。,3.5
去年の販売実績は当初計画のおよそ１．６倍の３２４万ケースを販売しました。,3.5
このプロジェクトがスタートしたのは５年前の平成２３年です。,3.5
たくさんの人が懸命に努力し、長い道のりだった。,3.5
日本は、原油の輸入量の１割以上をイランに依存してきました。,3.5
なんとか駅に来れば電車に乗れるかと思ったが甘かったです。,3.5
運営会社は落雪によるものと判断したということです。,3.5
その結果、がん患者全体の１０年後の相対生存率は５８．２％でした。,3.5
救出劇を見守った人たちからは拍手と歓声が上がっていました。,3.5
春から夏にかけ患者数が増える傾向があるので今後、注意が必要だ。,3.5
琴奨菊は福岡県柳川市出身の３１歳。,3.5
一方で、日本の力士が賜杯に大きく近づいたときもありました。,3.5
このうち、ラグビーの合宿が盛んな北海道網走市がオーストラリア。,3.5
記録的な寒さとなった九州を中心に広い範囲で断水が続いています。,3.5
勉強は将来のために必要だと思います。,3.5
西武の中心選手としてリーグ優勝８回、日本一６回に大きく貢献しました。,3.5
東京消防庁救急相談センターは、プッシュ回線・携帯・ＰＨＳは＃７１１９。,3.5
祭りは１０日から始まり、およそ１００人が出席して記念の式典が開かれました。,3.5
来年度中の設置を目指すということです。,3.5
ことしも、「とうふ」の語呂にちなんで、関西などから、１０２人が参加しました。,3.5
ところが１８２８年、文政１１年に「シーボルト事件」が起きます。,3.5
爆発の原因など詳しいことは分かっていません。,3.5
内戦が続くシリアで２１日、爆弾テロが相次ぎ、合わせて１４０人が死亡しました。,3.5
このあと、参列者が献花台に花を供えて追悼しました。,3.5
この展示会は、今月２６日まで開かれています。,3.5
試算したのは関西大学の宮本勝浩名誉教授です。,3.5
また、ほかのＪＲ各社も新幹線で新たな対策を検討しているということです。,3.5
その際、すけ司さんは「よくやり遂げた」とことばをかけてくれたということです。,3.5
また、首都以外の地域では停電が続いています。,3.5
着物姿になった女の子は「みんなかわいくなってうれしいです」と話していました。,3.5
実験ではゆで卵も運ばれましたが、殻にひびが入ることは無かったということです。,3.5
警察は２６日に司法解剖をして、詳しい死因を調べることにしています。,3.5
運転手の高齢化や人手不足といった問題を解決する手段の一つとみているからです。,3.5
今は４４台ある車のうち７台が運用できない状態になっていると言います。,3.5
北朝鮮対韓国は１対１で引き分けました。,3.5
「ニーナ」の人形は「エミー」の人形と一緒に校舎の玄関に飾られるということです。,3.5
アメリカ軍と韓国軍の合同軍事演習は来月末まで行われます。,3.5
しかし、去年１１月３０日の営業運転の開始直後からトラブルが相次ぎました。,3.5
さらに、大塚駅で停車した際、運転席に異常を知らせる複数の表示が出ました。,3.5
親切にしてくれた先生たちは私の親です。,3.5
去年の秋、香港の高級ワインの取引会社が岩田さんの日本酒に関心を示しました。,3.5
諏訪湖の水陸両用バスは来年１月９日まで運行される予定です。,3.5
地元の当局によりますと、これまでに２７人が死亡したほか７５人がけがをしました。,3.5
北陸新幹線が開業して１４日で１年になります。,3.5
研究室のホームページのアドレスは、次のとおりです。,3.5
このため、小学校が移転する来年４月以降の利用を想定しているということです。,3.5
車両は５年余りにわたって雨風にさらされていたため、塗装などが黒ずんでいました。,3.5
大阪府内では１６７０地点が調査対象になっています。,3.5
ＩＳはパリの同時テロ事件でも犯行声明を出しています。,3.5
しかし、事故を受けて、住民は避難を余儀なくされました。,3.5
この展示会は２６日まで、千葉市の幕張メッセで開かれています。,3.5
最後の更新は３年前の平成２５年９月１５日で、その後の投稿はありません。,3.5
若い女の子も見たことはありません。,3.5
これを受け入れて連邦地裁は、アップルに対する命令を取り下げました。,3.5
厚生労働省は「利便性を向上させて相談しやすい態勢を作りたい」としています。,3.5
計画の中で、国は、住民一人一人に備えることの重要性を呼びかけています。,3.5
実は、インターネットで簡単に調べることができます。,3.5
ミャンマーで軍出身ではない大統領が率いる政権が発足するのは５４年ぶりです。,3.5
静岡市の漁港で駿河湾特産のサクラエビの初競りが行われました。,3.5
春のサクラエビ漁は６月７日まで行われます。,3.5
学生たちは歌舞伎を通じてそれぞれ新たな何かをつかみとったようでした。,3.5
田児賢一選手は、東京都出身の２６歳。,3.5
しかし、確認したところ、見つかったのは１人だと訂正しました。,3.5
落札した人物の情報は公表されていません。,3.5
さらに午後３時４０分ごろ、乗員とみられる３人を新たに発見したということです。,3.5
宇宙にホテルができれば、ゆっくりと地球を眺めながら何日も過ごせるようになる。,3.5
さらに来年４月からは１年間、運航するということです。,3.5
現場に到着した職員からは、２棟の建物が燃えていると報告があった。,3.5
検察当局は、美術品を巡る不透明な資金の流れの解明を進めています。,3.5
チンパンジーの命に別状はないということです。,3.5
動物公園は１５日は閉園して飼育施設の一斉点検を行うということです。,3.5
この日本酒は、都内のデパートや酒店などで数量限定で販売されます。,3.5
冬の間は雪に閉ざされますが、１６日、およそ４か月半ぶりに全線で開通しました。,3.5
また１５５７人がけがをしたということです。,3.5
また、３階建ての建物が倒壊している様子も見られました。,3.5
また人口はおよそ１５４０万人と日本の１０分の１余りです。,3.5
メンバーは熊本市内の避難所にも畳を届ける予定だということです。,3.5
熊本県や大分県で続く規模の大きな地震。,3.5
長時間、同じ姿勢でいると足の静脈に血の塊、血栓ができやすくなります。,3.5
長時間、同じ姿勢でいると足の静脈に血の塊、血栓ができやすくなります。,3.5
初期症状としては、足が赤くなったり、むくみや痛みが出たりします。,3.5
血行が悪くなると血栓ができやすくなります。,3.5
血行をよくするためには、動くこと、特に足を動かすことが大切です。,3.5
また狭い場所で寝る場合には足を心臓よりも高くするようにします。,3.5
水分が不足すると血液がドロドロになって固まりやすくなります。,3.5
外国人旅行者が月間で２００万人を超えたのは初めてで、過去最高となりました。,3.5
これが決勝点となり、マリナーズは２対１で勝ちました。,3.5
こういうのをいいきっかけにしたい。,3.5
使われるということはいいことかなと思う。,3.5
試合はレッドソックスが７対３で勝ち、連敗を３で止めました。,3.5
福岡市内の宿泊施設では、外国人旅行者による予約のキャンセルが増えています。,3.5
年齢制限のない日本代表の女性の監督は高倉監督が初めてです。,3.5
このうち５３件で火災になったほか、合わせて７０人がけがをしました。,3.5
そしてガソリンなどに精製され国内で販売されることになっています。,3.5
客や従業員にけがはなく、営業は通常どおり行ったということです。,3.5
残った３匹は２手に分かれ、２匹は空港南側のＤ滑走路に移動しました。,3.5
この２匹は午後３時ごろ捕獲されました。,3.5
ことしはフランスのパリがテーマです。,3.5
演説を終えたルセフ氏は支持者に見送られ、大統領府をあとにしました。,3.5
駅の職員がホーム上にあるゴミ箱を台車に乗せて次々に移動させていました。,3.5
沖縄はこれまでにも何度も悔しい思いをしてきた。,3.5
伊勢志摩サミットの開催が５日後に迫りました。,3.5
賢島の立ち入り規制は、サミット終了翌日の今月２８日に解除される予定です。,3.5
減少したのは平成２５年以降３年連続で、戦後最も少なくなりました。,3.5
政府は２４日の閣議で、ことしの「消費者白書」を決定しました。,3.5
また、拉致問題について、北朝鮮に直ちに対処するよう強く求めています。,3.5
壊れた左エンジンの部品がこの中間地点付近で多く見つかっているからです。,3.5
国民の信を問う以上、目指すのは連立与党で改選議席の過半数の獲得だ。,3.5
消費税率１０％への引き上げを再延期することについて、東京都内で聞きました。,3.5
将来のために上げるなら、上げておいたほうがいい。,3.5
熊本地震の避難所の１つ、益城町の総合体育館で話を聞きました。,3.5
警察が詳しいいきさつなどを調べています。,3.5
警察によりますと、調べに対し容疑を認めているということです。,3.5
この展示会は、東京・江東区の東京ビッグサイトで今月１０日まで開かれています。,3.5
まず、研究者が驚いたのが、フローレス原人の頭が極端に小さいことです。,3.5
大陸から離れた島で見つかったことも驚きでした。,3.5
また、併せて元素記号の案を「Ｎｈ」に決めたと発表しました。,3.5
また、下位１０位となったのは、次のとおりです。,3.5
捜査当局はなぜ、このナイトクラブを標的にしたのかなど動機の解明を進めています。,3.5
現場近くではクマのような動物の姿が確認されていました。,3.5
熊本地震は、最初の震度７の地震発生から１４日で２か月になります。,3.5
けがをした人たちの戦いは今後数週間続くため、血液が必要です。,3.5
また、夜遅くまで働く親の代わりに夕食も用意するということです。,3.5
警察は、現場近くで５２歳の男を拘束するとともに銃などを押収しました。,3.5
さらに旅行者が増える来月の夏商戦の前には、セールの情報も発信していく方針です。,3.5
作動すると非常に大きな衝撃があり、幼い子どもは耐えられない。,3.5
宮崎県には、２１日午前３時４８分に記録的短時間大雨情報が発表されました。,3.5
第２４回参議院選挙が２２日公示されます。,3.5
参議院選挙の公示にあたって、各党は声明などを発表しました。,3.5
まだ道半ばだが、確実に『結果』を生み出している。,3.5
なんとしても安倍政権の暴走に歯止めをかけ、政治の流れを変える必要がある。,3.5
このひなは一般に公開されているということです。,3.5
皇居の参観は毎週火曜日から土曜日の午前と午後の２回受け付けています。,3.5
しかし、国民投票が再び行われる可能性は低いとみられています。,3.5
女性は、子どものころ風疹のワクチンを１回接種していました。,3.5
肺炎が急激に悪化し、生後４か月で亡くなりました。,3.5
このサービスは日本でも国の承認を得てことし１月から提供しています。,3.5
世界文化遺産の富士山の山梨県側では、１日、山開きを迎えました。,3.5
東京・江戸川区にある１１７メートルの観覧車を抜いて日本一の高さになりました。,3.5
観覧車には７２のゴンドラがあり、およそ１８分で１周します。,3.5
要介護２は、さらに立ち上がりや歩行に支えなどが必要とされます。,3.5
要介護４や５では、介護なしでは生活することが難しい状態とされています。,3.5
この展示会は５日から来月２８日まで開かれています。,3.5
ささは今月７日まで、貴志川線の和歌山駅と伊太祈曽駅にも飾られます。,3.5
一方で、ブラジルの経済危機などの影響で拡大している課題もあります。,3.5
罪のない人々の命を奪うテロは、いかなる理由があっても、許されない。,3.5
この中で、バングラデシュで起きた襲撃事件の犠牲者への追悼が行われました。,3.5
また、中国人の女性は「日本の食事を楽しみにしています」と話していました。,3.5
また、貯水量は１億７２６５万トンで、平年の半分程度とほとんど改善していません。,3.5
民進党は選挙区が２１議席、比例代表が１１議席で、合わせて３２議席。,3.5
共産党は選挙区が１議席、比例代表が５議席で、合わせて６議席。,3.5
無所属は選挙区で４議席を獲得しました。,3.5
社民党は比例代表で１議席を獲得しましたが、吉田党首が落選しました。,3.5
生活の党は比例代表に５人の候補者を擁立しましたが、１議席にとどまりました。,3.5
海外から訪れた観光客や買い物客が足を止めて、思い思いに写真を撮っていました。,3.5
祇園祭の山鉾巡行は「前祭」が今月１７日、「後祭」が今月２４日に行われます。,3.5
新たな裁定の期限は９月１９日だということです。,3.5
このためアメリカの交通当局は、熱中しすぎないよう注意を呼びかけています。,3.5
南谷さんは１２日にも帰国し、来週、都内で記者会見を開く予定だということです。,3.5
酸化などを防ぐ材料を使い、通常のヨウ素剤と同じ３年間保存できるということです。,3.5
一連の熊本地震で、最初の震度７を観測した地震から１４日で3か月です。,3.5
この結果は、インターネット上の「がん情報サービス」で公開されています。,3.5
「鹿寄せ」は来月まで、土曜日、日曜日と祝日の午前９時から行われます。,3.5
宇宙での生活は特殊だと感じます。,3.5
体も２か所固定する必要があります。,3.5
朝、寝癖の心配も全くありません。,3.5
ほこりやごみが空中を漂うので、目が充血しやすいんです。,3.5
食欲がなくなり、しばらく続きました。,3.5
少年は逃走しようとして駆けつけた警察官に射殺されました。,3.5
逮捕されたのは、神奈川県に住む会社員、佐藤一輝容疑者（２０）です。,3.5
福岡県によりますと、クーポンは、僅か数時間でほぼ完売したということです。,3.5
市は木に殺菌剤を塗るなど、応急措置を取りました。,3.5
また、結束バンドも持ち込み、施設の職員を縛った疑いがあるということです。,3.5
アメリカの主要な政党の大統領候補に女性が指名されるのは初めてです。,3.5
クリントン氏は、４年間、国務長官を務めたあと退任。,3.5
しかし、その後、黒人やヒスパニック系の有権者の支持を固め、巻き返しました。,3.5
「海外旅行」も０．２ポイント下回って９．８％でした。,3.5
これで梅雨のない北海道を除くすべての地域で梅雨明けしたとみられます。,3.5
東京都知事選挙の開票は、早いところでは午後８時から始まっています。,3.5
東京都知事に初めて女性が就任することになります。,3.5
北栄町はこのカードを町の観光案内所で２０００枚無償で配ることにしています。,3.5
多くの難民を代表しこの一員になれたことをとても誇りに思う。,3.5
メダル獲得の有望種目であることなどもアピールしてきました。,3.5
リードは、高さ１２メートル以上の壁をどこまで登ったかを競います。,3.5
このため、病院は、別の治療薬に変えるなど治療方針を変更。,3.5
日本は、３日後の第２戦でコロンビアと対戦します。,3.5
また、ボールをとる気力がないように見えた。,3.5
今回のＩＰＣの決定は、ＩＯＣと異なる厳しい判断となりました。,3.5
オリンピックは３大会連続の代表です。,3.5
加藤凌平選手は埼玉県出身の２２歳。,3.5
金メダルは本当に重くて歴史を作れたのかなと思う。,3.5
白井健三選手は神奈川県出身の１９歳、大学２年生で初めてのオリンピック代表です。,3.5
田中佑典選手は和歌山県出身の２６歳。,3.5
団体では、最も得意とするつり輪に加えて、複数種目での活躍が期待されます。,3.5
しかし、続く加藤凌平選手が安定した演技ですぐに悪い流れを断ちきりました。,3.5
公開は１０月２３日までで、見学は無料ですが、事前に申し込みが必要です。,3.5
警察は見つかったのは大和さんの可能性もあるとみて確認を進めています。,3.5
いずれも命に別状はないということです。,3.5
水谷隼選手は静岡県出身の２７歳。,3.5
左利きで力強いフォアハンドのほか多彩なサーブも得意としています。,3.5
水谷隼選手は静岡県出身の２７歳。,3.5
左利きで力強いフォアハンドのほか多彩なサーブも得意としています。,3.5
錦織圭選手は島根県出身の２６歳。,3.5
移民として来られた皆さんが現地の方々に協力してきたからです。,3.5
参列者たちは、黙とうのあと、菊の花を手向けて戦没者を追悼しました。,3.5
中国はこれまでで最高の２５位に上がりました。,3.5
ＷＩＰＯが発表した調査結果の１位から２５位までの順位は、次のとおりです。,3.5
韓国は去年の１４位から順位を３つ上げました。,3.5
日本は去年の１９位から順位を上げましたが、アジアでは４番手です。,3.5
中国がこの調査で２５位以内に入ったのは初めてです。,3.5
この選手たちの力は、出し切った。,3.5
日本でも見たことのない動物でびっくりした。,3.5
世界選手権では去年まで通算１０回優勝しています。,3.5
吉田沙保里選手は三重県出身の３３歳。,3.5
父親の栄勝さんが開いていた自宅の道場で３歳からレスリングを始めました。,3.5
世界選手権は２００２年に初優勝して以来、去年まで１３連覇を果たしています。,3.5
こうした功績を評価され、２０１２年には国民栄誉賞が授与されました。,3.5
選手どうしが信じ合っていたからこそ銀メダルが取れたと思う。,3.5
トルコの治安当局は、結婚式を狙った自爆テロとみて捜査しています。,3.5
東京大会はリオデジャネイロと違う文化で、大都市で行うことになる。,3.5
いつもより夏休みが短くて、もう少し休みたかったです。,3.5
方面別では沖縄や中国・四国など西日本が好調だったということです。,3.5
この催しは、２４日まで江東区の東京ビッグサイトで開かれています。,3.5
軍や消防などは救助活動を行っていて、一刻を争う状況が続いています。,3.5
このため、アメリカに向けた再出発は来月下旬以降にずれ込む見通しになりました。,3.5
性別や年齢などは確認中だということです。,3.5
また空気感染で広がるため感染力が、非常に強いのも特徴です。,3.5
また、満月を過ぎると、月が欠けて行くにつれて出産数も減少したということです。,3.5
集英社によりますと、連載終了は、作者の秋本治さんの判断だということです。,3.5
カルビーでは、今のところ、ほかの商品には影響は出ていないとしています。,3.5
月額の料金は、電話はできない最も安いもので５００円となっています。,3.5
その背景にあるのは料金の安さです。,3.5
大手通信会社３社は、ＬＩＮＥの参入に危機感を強めています。,3.5
月々の料金が２０００円下がってしまうと、通信業界全体が壊れてしまう。,3.5
ただし国によって災害の特徴や対応は異なります。,3.5
緊急時には、外国人観光客は近くにいる日本人を見て行動します。,3.5
中国でｉＰｈｏｎｅを上回る人気を集めているのが現地メーカーの製品です。,3.5
開会式は７日、日本時間８日午前６時すぎからマラカナンスタジアムで行われました。,3.5
北朝鮮が核弾頭爆発実験の実施を発表したのは初めてです。,3.5
「関東・東北豪雨」で鬼怒川の堤防が決壊してから、１０日で１年になります。,3.5
広島の前回の優勝は平成３年で、１２球団では、最も優勝から遠ざかっていました。,3.5
日本海のベニズワイガニ漁は来年６月末まで続きます。,3.5
姉の千春さんなどの影響で、３歳の時に地元のクラブでレスリングを始めました。,3.5
また強度も現在のホームドアと変わりはないといことです。,3.5
しかし、利用にあたっては事業者ごとに本人確認を求めるものがほとんどです。,3.5
いずれも前の年を上回っていて、高齢者の就業が進んでいる実態がうかがえます。,3.5
自分たちのプレーをしようと集中して戦うことができた。,3.5
次は４年後に東京でパラリンピックが開かれます。,3.5
この釣り針や人骨は、ことし１１月から県立博物館・美術館で公開される予定です。,3.5
そしてほかのごみと一緒に焼却するということです。,3.5
コインの売り上げは、すべて大会の準備費用に充てられます。,3.5
Ｂリーグは、１部の「Ｂ１」、２部の「Ｂ２」ともに１８チームが所属します。,3.5
歴史的な開幕をぜひ見てみたいと思い来ました。,3.5
ほかの人と全く異なる発想の研究を尊重する風土があるのではないか。,3.5
隠岐の海は今場所、２横綱３大関を破り殊勲賞を受賞しました。,3.5
御嶽海に宝富士は、御嶽海が寄り切りで１０勝目を挙げました。,3.5
敢闘賞を受賞した高安は１０勝５敗で今場所を終えました。,3.5
豪栄道は初めての優勝を全勝で飾りました。,3.5
大関・稀勢の里に大関・照ノ富士は、稀勢の里が寄り切りで勝ちました。,3.5
横綱・日馬富士に横綱・鶴竜は、日馬富士が寄り切りで勝ちました。,3.5
隠岐の海に千代の国は、隠岐の海が押し出しで勝ち９勝目を挙げました。,3.5
豪風に栃煌山は、栃煌山が押し出し。,3.5
大関・豪栄道に大関・琴奨菊は、豪栄道が寄り切り。,3.5
今場所綱とりに挑んだ稀勢の里は１０勝５敗で今場所を終えました。,3.5
相模原市の知的障害者施設で起きた殺傷事件から２６日で２か月です。,3.5
また１８日に亡くなったときには病院側からは病死と告げられたということです。,3.5
これは２６日、沖縄県うるま市の教育委員会が会見して発表しました。,3.5
人々がアメリカの意図を疑いかねない。,3.5
その後、宇宙船は火星に向かうということです。,3.5
先の報告書は第１ステップであり、この報告書を改善するための手伝いをしたい。,3.5
若い人たちの研究をサポートができるようなシステムができればいいと思います。,3.5
「小学二年生」は、今から９１年前の大正１４年に創刊されました。,3.5
視覚障害者や歩行者からは接近に気付きにくく危険だという声が上がっています。,3.5
『おめでとう』とか『お疲れ様でした』とか声をかけてもらって感謝しています。,3.5
熱気が伝わり、たくさんの声を頂けたので、本当にうれしい時間だった。,3.5
パレードのゴール地点の東京・日本橋にも大勢の人が訪れました。,3.5
行政が高齢者の健康づくりを支援する取り組みも広がっています。,3.5
この見本市は１４日まで千葉市美浜区の幕張メッセで開かれています。,3.5
このアプリはスマートフォンに無料でダウンロードすることができます。,3.5
中国は１７日、宇宙飛行士２人を乗せた宇宙船を打ち上げました。,3.5
国土交通省はことし中に対策をまとめ、改めて鉄道各社に周知することにしています。,3.5
まさか死んでしまうなんて残念でなりません。,3.5
日本代表の進む道へのアドバイスをたくさんしてきた人を亡くしたのは痛い損失です。,3.5
体を休めながら時間をかけて考えたい。,3.5
また、箕浦さんの友人の本川由佳さんも同じようなひやりとする体験をしていました。,3.5
地域の新年会などで一緒になることもありました。,3.5
京浜急行は試験運用の状況を見ながら本格的な導入を検討したいとしています。,3.5
フランス政府は、難民たちが立ち退いた場所から順次キャンプを撤去する方針です。,3.5
施設はビルの２階にあり園庭はありません。,3.5
富士山で、26日朝、初冠雪が観測されました。,3.5
総務省は、去年行われた国勢調査の確定値を発表しました。,3.5
安倍総理大臣とフィリピンのドゥテルテ大統領が、２６日、首脳会談を行いました。,3.5
われわれは平和を求め、法の支配に基づいて平和的に問題を解決したい。,3.5
政治や安全保障の分野でも協力することで合意した。,3.5
青森県十和田市の奥入瀬渓流では木々が鮮やかに色づき紅葉が見頃を迎えています。,3.5
このうち小学校は、調査を始めた昭和６０年度以降、最も多くなっています。,3.5
「平等」と答えた人は２１．１％でした。,3.5
これは、クリスマスに次いで、１３４０億円のバレンタインデーに匹敵する規模です。,3.5
これは３１日朝、石井国土交通大臣がコメントを出して明らかにしました。,3.5
そして、１本１本の枝の先に、縄を慎重に結びつけていきました。,3.5
結果として多くの人に迷惑をかけた。,3.5
たくさんの人に応援してもらって本当にありがたいです。,3.5
一方、制限する速度については明らかにしていません。,3.5
また、クリントン氏はトランプ氏に電話し敗北を認め、祝意を伝えたということです。,3.5
今後、数年間、ともに働くことを楽しみにしている。,3.5
この催しは、今月１４日まで東京・渋谷区の「渋谷ヒカリエ」などで開かれています。,3.5
途中、左のアームで解答用紙を押さえ直す動きも見せていました。,3.5
インフルエンザの影響で学年閉鎖や学級閉鎖をした小学校や中学校も出ています。,3.5
とてつもない数字で丈夫でないとできない記録。,3.5
まずは、ここでほっとせず、今場所優勝を目指してほしい。,3.5
この製品の展示は、来年２月１２日まで続けられます。,3.5
この展示・販売会は今月２１日まで開かれています。,3.5
大変温かい雰囲気の中で会談を行うことができたと思う。,3.5
さまざまな課題について私は私の基本的な考え方を話した。,3.5
一方、女性では「家事」が２１％で、「仕事」が１９．７％でした。,3.5
「投げ銭供養」は２１日まで行われます。,3.5
予想される津波の高さは１メートルです。,3.5
このあと、生徒たちが拍手をして「黒潮宣言」を採択し、サミットは閉幕しました。,3.5
ことしは、サンタクロースの衣装を身に着けたおよそ６０００人が参加しました。,3.5
警視庁は、覚醒剤を入手した経緯などについて、調べを進めることにしています。,3.5
合わせて９５人が死亡し、そのおよそ７割は６０歳以上の高齢者だということです。,3.5
任期中に辞任すれば韓国では１９８７年の民主化以降、初めてのことになります。,3.5
ノロウイルスは感染力が非常に強く、激しいおう吐や下痢を引き起こします。,3.5
横浜市からは『決まったらやりたい』と聞いている。,3.5
旅客機の墜落について、ブラジルのテメル大統領は２９日、声明を発表しました。,3.5
たらいはこれまで手洗いを意味していたので注意が必要です。,3.5
単なる三角形は「塩素系及び酸素系の漂白剤を使用して漂白ができる」。,3.5
三角形にバツを重ねたものは「塩素系及び酸素系漂白剤の使用禁止」を示しています。,3.5
点が１つは「低い温度」を示し、排気温度の上限は６０度です。,3.5
いずれも斜めの線が加わると、日陰で干すことを勧めています。,3.5
クリーニングは丸が基本記号で、この中にアルファベットが記されています。,3.5
丸の下に横棒があるものは、「弱いクリーニングができる」ことを示しています。,3.5
ウエットクリーニングは４種類で、いずれも丸の中に「Ｗ」が書かれています。,3.5
全体にバツがついているものは「ウエットクリーニング禁止」です。,3.5
宇宙旅行の料金は１人当たりおよそ１４００万円を想定しているということです。,3.5
ワチラロンコン新国王はプミポン国王の長男で、１９５２年生まれの６４歳です。,3.5
渋谷の街で、５０人に、パクチーが好きか嫌いか５段階で聞きました。,3.5
パクチーが好きな人と嫌いな人に大きくわかれることがわかりました。,3.5
本人に話したところ納得していた。,3.5
作業員が棚まで足を運ぶ必要がなくなり、効率が飛躍的に高まるとしています。,3.5
また温泉マーク変更の是非は市内の小学校でも議論されました。,3.5
今まで親しんだ温泉マークがなくなるのは大変なことだと思う。,3.5
これは、日本で行われている全国学力テストのＢ問題に近いとされます。,3.5
読解力を向上させるため、各地の学校ではさまざまな試行錯誤が続いています。,3.5
この日は拉致被害者の家族が書いた手記が題材となりました。,3.5
涙を流すためでなく、周りを笑顔にするために生まれてきた。,3.5
その年の３月、東日本大震災が発生します。,3.5
ストーブ列車は、年内は今月２９日まで１日８往復運行されます。,3.5
中国では景気の減速が進む中でビルなどの不動産への投資が伸び悩んでいます。,3.5
この異常な状態に私たちの世代で終止符を打たなければならない。,3.5
元島民の方々の墓参などについては、できるだけ早く調整を行っていきたい。,3.5
北海道根室市では日ロ首脳会談の共同記者会見を受けて新聞の号外が配られました。,3.5
経済協力の満額回答を勝ち取ったプーチン大統領に、『一本』取られた感じがする。,3.5
高橋選手と松友選手のペアは、決勝でおととしに続く２回目の優勝を狙います。,3.5
契約は１年で、年俸は推定で８８００万円、背番号は「２８」に決まりました。,3.5
また、月や火星に人が行くときには、必ず横切らなければならない場所です。,3.5
ノロウイルスは、激しいおう吐や下痢などの胃腸炎を引き起こすウイルスです。,3.5
往復はがきも１０４円から１２４円に値上げします。,3.5
宗教的な脅威が現実なものとなっている。,3.5
北海道の白糠町で、毛ガニ漁が最盛期を迎えています。,3.5
ただ電気の販売と比べるとガスの販売への新規参入は難しいとされています。,3.5
一方で自由化によって電力事業など多様な事業を行うことができるようになった。,3.5
自治体が、速やかに避難するよう促す「避難勧告」に変更はありません。,3.5
展示会は、東京のロシア大使館で来月中旬まで開かれるということです。,3.5
私たちは、そう誓い、ひたすら不戦の誓いを貫いてまいりました。,3.5
一方、暴動の混乱に乗じて、１００人以上の受刑者が脱走しました。,3.5
警察は刑務所につながる道路を封鎖し、脱走した受刑者たちの行方を追っています。,3.5
小学校では１０日、新しい校舎で３学期の始業式が行われます。,3.5
ただ、うまくやっていけるのかどうかはわからない。,3.5
国境を越えてアメリカで売ろうとすれば高い関税を支払うことになる。,3.5
トランプ氏は、大統領に就任してからも同じ姿勢を示すのだろう。,3.5
年が明けて、ここ数日、ピンク色の花がぽつりぽつりとほころび始めました。,3.5
八重岳では今月２１日から桜まつりが行われ、大勢の人でにぎわうということです。,3.5
どういう点に注意すればよいかをまとめました。,3.5
猛吹雪で立往生すると、車の中にいても危険です。,3.5
大雪の際には、雪下ろしなどの除雪作業中の事故も多発しています。,3.5
どうしてこんな数値が出たのか早く解明してほしい。,3.5
ミニロケットと超小型衛星はいずれも、警戒区域内の海上に落下したということです。,3.5
ロケットに民生品を利用するのはまだこれからだが、失敗をおそれては何もできない。,3.5
小学生のときに震災にあい、焼け野原になったのを今でも覚えています。,3.5
震災で祖父は亡くなり、祖父から名前の一文字を譲ってもらいました。,3.5
この制度で税の負担がどれだけ軽減されるのでしょうか。,3.5
ただ、市販の薬、すべてが対象になる訳ではありません。,3.5
このため、薬のパッケージに「税控除対象」という表示があるかどうか。,3.5
岩手県がおよそ３００億円をかけて、震災のよくとしから建設を進めてきました。,3.5
県は新たな防潮堤は、数十年から百数十年に一度の津波に対応できるとしています。,3.5
実感は今から沸いてくると思います。,3.5
これらの画像は今後、原爆資料館のデータベースで順次公開されるということです。,3.5
この像は高さおよそ３０センチ、１１キロの純金を使って作られています。,3.5
このうち１９７件で火災が発生し、１４人が死亡したということです。,3.5
これまでのところとてもうまく実行できている。,3.5
すごすぎて自分の子どもじゃないみたいです。,3.5
タクシーの運賃は、国が定めた上限運賃と下限運賃の間で決まります。,3.5
「キンメ電車」は来月４日から伊豆急行の熱海と伊豆急下田の間で運行されます。,3.5
一方、「案内所」のマークは、今は『？,3.5
できあがったラーメンは客席の前にあるレーンに載って運ばれてきます。,3.5
アサリ漁は４月まで行われ、およそ１５トンが出荷されるということです。,3.5
日本人が受賞するのは今回が初めてです。,3.5
この舞台で踊ることができて、さらに入賞なんて、すごくびっくりしています。,3.5
もし何か起きたら、判事や裁判のシステムを非難すべきだ。,3.5
冬の札幌を彩る「さっぽろ雪まつり」が６日、開幕しました。,3.5
会場には大勢の観光客が訪れ、雪の像などを盛んに写真に収めていました。,3.5
ＮＴＴドコモに先行して、ソフトバンクは去年３月にスポーツ中継に参入しました。,3.5
スキージャンプ女子では、高梨沙羅選手に金メダルの期待がかかります。,3.5
このほか、発達障害児や保護者対応など教員の多忙化も深刻だ。,3.5
今回改訂される学習指導要領の各教科の主な内容です。,3.5
次に、時間割を弾力的に編成する方法です。,3.5
その結果、がん患者全体の１０年後の相対生存率は、５８．５％でした。,3.5
一方、精神面では、より広い視野を持つことをみずからのテーマにしています。,3.5
