鎧,เสื้อเกราะ,鎧,เสื้อเกราะ
鷲,นกอินทรี,鷲,นกอินทรี
泣き崩れる,ร้องไห้ฟูมฟาย,泣き崩れる,ร้องไห้ฟูมฟาย
目の毒,มลพิษทางสายตา,目の毒,มลพิษทางสายตา
鈍角,มุมป้าน,鈍角,มุมป้าน
地盤沈下,แผ่นดินทรุดตัว,地盤沈下,แผ่นดินทรุดตัว
がめつい,ขี้งก,がめつい,ขี้งก
下らない,ไร้สาระ เหลวไหล,下らない,ไร้สาระ เหลวไหล
意気地なし,ขวัญอ่อน,意気地なし,ขวัญอ่อน
美しい光沢の、つやつやの,เป็นมันวาว,美しい光沢の、つやつやの,เป็นมันวาว
うなずく,ผงกหัว,うなずく,ผงกหัว
口を開ける,อ้าปาก,口を開ける,อ้าปาก
お布施をする,ตักบาตร,お布施をする,ตักบาตร
印刷する,ตีพิมพ์,印刷する,ตีพิมพ์
トゲ,หนาม,トゲ,หนาม
風景、景色,ทิวทัศน์,風景、景色,ทิวทัศน์
自我,อัตตา,自我,อัตตา
神に誓う,สาบาน,神に誓う,สาบาน
回送,ส่งรถ ไม่ให้บริการ,回送,ส่งรถ ไม่ให้บริการ
グループ、組,กว๊น,グループ、組,กว๊น
群衆,ฝุงชน,群衆,ฝุงชน
ぽっちゃり,อวบ,ぽっちゃり,อวบ
証人、目撃者,พยาน,証人、目撃者,พยาน
機会,วโรกาส,機会,วโรกาส
敬意を払う、低姿勢な,นอบน้อม,敬意を払う、低姿勢な,นอบน้อม
洋服のボタンをかける,กลัดกระดุม,洋服のボタンをかける,กลัดกระดุม
肺炎,ปอดบวม,肺炎,ปอดบวม
杭、ペグ,หลัก,杭、ペグ,หลัก
もろい、こわれやすい,เปราะบาง,もろい、こわれやすい,เปราะบาง
特質,สรรพคุณ,特質,สรรพคุณ
水滴,หยดน้ำ,水滴,หยดน้ำ
地位,ตำแหน่ง,地位,ตำแหน่ง
尿,ปัสสาวะ,尿,ปัสสาวะ
シャイな,ประหม่า,シャイな,ประหม่า
〜の最中に,ท่ามกลาง,〜の最中に,ท่ามกลาง
(車)割り込む,ปาดหน้า,(車)割り込む,ปาดหน้า
臆病,ขี้ขลาด,臆病,ขี้ขลาด
特徴,ลักษณะเด่น,特徴,ลักษณะเด่น
めちゃ暑い,ร้อนตับแตก,めちゃ暑い,ร้อนตับแตก
美容院,ร้านเสริมสวย,美容院,ร้านเสริมสวย
繋がる、関連する,เชื่อมโยง,繋がる、関連する,เชื่อมโยง
EEZ,เขตเศรษฐกิจจำเพาะ,EEZ,เขตเศรษฐกิจจำเพาะ
間違いなく、絶対,ขาดลอย,間違いなく、絶対,ขาดลอย
罰,บทลงโทษ,罰,บทลงโทษ
ぐーすかぴー,คร่อกฟี่,ぐーすかぴー,คร่อกฟี่
(仲違い等を)引き起こす,ยุแหย่,(仲違い等を)引き起こす,ยุแหย่
乾季,ฤดูแล้ง,乾季,ฤดูแล้ง
用務員,ภารโรง,用務員,ภารโรง
猥褻行為をする,ลวนลาม,猥褻行為をする,ลวนลาม
習慣,ธรรมเนียม แบบแผน,習慣,ธรรมเนียม แบบแผน
紀元前,ก่อนคริสตกาล,紀元前,ก่อนคริสตกาล
脱獄する,แหกคุก,脱獄する,แหกคุก
目的,วัตถุประสงค์,目的,วัตถุประสงค์
筆記試験,สอบข้อเขียน,筆記試験,สอบข้อเขียน
足を引っ張る、進歩を邪魔する,ถ่วงความเจริญ,足を引っ張る、進歩を邪魔する,ถ่วงความเจริญ
涙がにじむ,น้ำตาซึม,涙がにじむ,น้ำตาซึม
強盗,นักปล้น,強盗,นักปล้น
犠牲者,เหยื่อ,犠牲者,เหยื่อ
目立つ,สะดุดตา,目立つ,สะดุดตา
静脈,หลอดเลือดดำ,静脈,หลอดเลือดดำ
蝸牛,หูชั้นในรูปหอยโข่ง,蝸牛,หูชั้นในรูปหอยโข่ง
切符,บัตรโดยสาร,切符,บัตรโดยสาร
手に負えない,รับมือไม่ไหว,手に負えない,รับมือไม่ไหว
一卵性双生児,ฝาแฝดไข่ใบเดียวกัน,一卵性双生児,ฝาแฝดไข่ใบเดียวกัน
ジメジメして換気が悪い,อับชื้น,ジメジメして換気が悪い,อับชื้น
本能,สัญชาตญาณ,本能,สัญชาตญาณ
首輪,ปลอกคอ,首輪,ปลอกคอ
なまこ,ปลิงทะเล,なまこ,ปลิงทะเล
くしゃみ,จาม,くしゃみ,จาม
試行錯誤する,ลองผิดลองถูก,試行錯誤する,ลองผิดลองถูก
運試し,วัดดวง,運試し,วัดดวง
超新星,มหานวดารา,超新星,มหานวดารา
衝突する,พุ่งชน,衝突する,พุ่งชน
ひどい、散々な,แทบแย่,ひどい、散々な,แทบแย่
仮病,ป่วยการเมือง,仮病,ป่วยการเมือง
好む,ชื่นชอบ,好む,ชื่นชอบ
広域の,มหัพภาค,広域の,มหัพภาค
楽しみ、喜び,หรรษา,楽しみ、喜び,หรรษา
卑しい、身分の低い,ต่ำต้อย,卑しい、身分の低い,ต่ำต้อย
うなずく,พยักหน้า,うなずく,พยักหน้า
パンクする,ยางรั่ว ยางแบน,パンクする,ยางรั่ว ยางแบน
販売する,จำหน่าย,販売する,จำหน่าย
売春宿,ซ่องโสเภณี,売春宿,ซ่องโสเภณี
病気が完全に治る,หายขาด หายสนิท,病気が完全に治る,หายขาด หายสนิท
命を捧げる,พลีชีพ,命を捧げる,พลีชีพ
ベルトコンベア,สายพาน,ベルトコンベア,สายพาน
栄える,รุ่งเรือง,栄える,รุ่งเรือง
待避線,ทางเบี่ยง,待避線,ทางเบี่ยง
同性愛,คนรักร่วมเพศ,同性愛,คนรักร่วมเพศ
単数形,เอกพจน์,単数形,เอกพจน์
天然パーマ,ผมฟู,天然パーマ,ผมฟู
狂う,เพี้ยน,狂う,เพี้ยน
オーブン,เตาอบ,オーブン,เตาอบ
鳩,นกพิราบ,鳩,นกพิราบ
淡水,น้ำจืด,淡水,น้ำจืด
ツバメ,นกนางแอ่น,ツバメ,นกนางแอ่น
(罪等を認めず)押し通す,ยืนกระต่ายขาเดียว,(罪等を認めず)押し通す,ยืนกระต่ายขาเดียว
眼球,ดวงตา,眼球,ดวงตา
時間が経つ,เวลาเดิน,時間が経つ,เวลาเดิน
これ以上ない頑固者,จอมดื้อ,これ以上ない頑固者,จอมดื้อ
ひどいことをしてなぐさめる,ตบหัวลูบหลัง,ひどいことをしてなぐさめる,ตบหัวลูบหลัง
（誘惑、悲しみなど）気持ちを抑える,หักห้ามใจ,（誘惑、悲しみなど）気持ちを抑える,หักห้ามใจ
わかめ,สาหร่าย,わかめ,สาหร่าย
買い占める,กว้านซื้อ,買い占める,กว้านซื้อ
明らかになる,ประจักษ์,明らかになる,ประจักษ์
垂直,แนวดิ่ง,垂直,แนวดิ่ง
三角比,ตรีโกณมิติ,三角比,ตรีโกณมิติ
ことわざ,สุภาษิต,ことわざ,สุภาษิต
病気にかかる,ติดโรค,病気にかかる,ติดโรค
揉める、いがみ合う,บาดหมาง,揉める、いがみ合う,บาดหมาง
一斉に、一丸となって,สามัคคีกัน พร้อมเพรียงกัน,一斉に、一丸となって,สามัคคีกัน พร้อมเพรียงกัน
排出する,ระบาย,排出する,ระบาย
航空会社,สายการบิน,航空会社,สายการบิน
名声,เกียรติ,名声,เกียรติ
返済する,ใช้คืน,返済する,ใช้คืน
ざる(木製),กระด้ง กระจาด,ざる(木製),กระด้ง กระจาด
若人達,อนุชน,若人達,อนุชน
関係する、交流する,ปฏิสัมพันธ์,関係する、交流する,ปฏิสัมพันธ์
切り札、奥の手,ไพ่ตาย ท่าไม้ตาย,切り札、奥の手,ไพ่ตาย ท่าไม้ตาย
ピル、避妊薬,ยาคุมกำเนิด,ピル、避妊薬,ยาคุมกำเนิด
〜周年,ครบรอบ...ปี,〜周年,ครบรอบ...ปี
卒業式ガウン,ชุดครุย,卒業式ガウン,ชุดครุย
ひどい、とんでもない,ร้ายกาจ,ひどい、とんでもない,ร้ายกาจ
ゆるい、ダボダボ,หลวม,ゆるい、ダボダボ,หลวม
意思などが確固な,แน่วแน่,意思などが確固な,แน่วแน่
サトウキビ,อ้อย,サトウキビ,อ้อย
ボウフラ,ลูกน้ำ,ボウフラ,ลูกน้ำ
純粋な人,คนใสๆ,純粋な人,คนใสๆ
お辞儀する,โค้งคำนับ,お辞儀する,โค้งคำนับ
取引先,คู่ค้า,取引先,คู่ค้า
しゃっくりをあげて泣く,สะอึกสะอื้น,しゃっくりをあげて泣く,สะอึกสะอื้น
整列する、並べる,เรียงราย,整列する、並べる,เรียงราย
体罰を受ける,โดนซ่อม,体罰を受ける,โดนซ่อม
停止する、停滞する,หยุดชะงัก,停止する、停滞する,หยุดชะงัก
シャベルカー,รถแบ็คโฮ,シャベルカー,รถแบ็คโฮ
ロケットを発射する,ปล่อยจรวด,ロケットを発射する,ปล่อยจรวด
生計を立てる,ทำมาหากิน,生計を立てる,ทำมาหากิน
委任する,มอบหมาย,委任する,มอบหมาย
介入する,ก้าวก่าย,介入する,ก้าวก่าย
不運,เสนียด,不運,เสนียด
顔のシミ,ฝ้า,顔のシミ,ฝ้า
統治権,รัฏฐาธิปไตย์,統治権,รัฏฐาธิปไตย์
などなど,เป็นต้น,などなど,เป็นต้น
解決法,ทางแก้ไข,解決法,ทางแก้ไข
晴れた,แจ่มใส,晴れた,แจ่มใส
遺伝,พันธุกรรม,遺伝,พันธุกรรม
動詞の活用,ผันคำกริยา,動詞の活用,ผันคำกริยา
半強制,แกมบังคับ,半強制,แกมบังคับ
一貫性,ความสอดคล้อง,一貫性,ความสอดคล้อง
足を捻挫する,ข้อเท้าแพลง,足を捻挫する,ข้อเท้าแพลง
雲隠れする,เข้ากลีบเมฆ,雲隠れする,เข้ากลีบเมฆ
火を消す,ดับไฟ,火を消す,ดับไฟ
テキパキした、手際の良い,กระฉับกระเฉง,テキパキした、手際の良い,กระฉับกระเฉง
行軍、進軍する,เดินทัพ,行軍、進軍する,เดินทัพ
三日坊主,คนจับจด,三日坊主,คนจับจด
露,น้ำค้าง,露,น้ำค้าง
結ぶ,ผูก,結ぶ,ผูก
個人の,ประจำตัว,個人の,ประจำตัว
危害を与える,ให้ร้าย,危害を与える,ให้ร้าย
要素,ปัจจัย,要素,ปัจจัย
現場検証,ตรวจสอบสถานที่เกิดเหตุ,現場検証,ตรวจสอบสถานที่เกิดเหตุ
役割,บทบาท,役割,บทบาท
延焼する,ลุกลาม,延焼する,ลุกลาม
（神などが）…させる,ดลใจให้…,（神などが）…させる,ดลใจให้…
防空壕,หลุมหลบภัย,防空壕,หลุมหลบภัย
変な、普通でない,พิกล,変な、普通でない,พิกล
太陽が沈む,อัสดง,太陽が沈む,อัสดง
心配する,ห่วงใย,心配する,ห่วงใย
くどくど何度も言う,จ้ำจี้จ้ำไช,くどくど何度も言う,จ้ำจี้จ้ำไช
へそ,สะดือ,へそ,สะดือ
妥協する、譲歩する,ออมชอม,妥協する、譲歩する,ออมชอม
それに伴って,ตามไปด้วย,それに伴って,ตามไปด้วย
キャッサバ,มันสำปะหลัง,キャッサバ,มันสำปะหลัง
今日はこれで解散,วันนี้พอแค่นี้,今日はこれで解散,วันนี้พอแค่นี้
参拝する,สักการะ,参拝する,สักการะ
寝相が悪い,นอนดิ้น,寝相が悪い,นอนดิ้น
新しいことを探検、探索する,ริเริ่ม,新しいことを探検、探索する,ริเริ่ม
薬剤抵抗,ดื้อยา,薬剤抵抗,ดื้อยา
人生,ชะตาชีวิต,人生,ชะตาชีวิต
内惑星,ดาวเคราะห์วงใน,内惑星,ดาวเคราะห์วงใน
すり寄る、寄り添う,แนบชิด,すり寄る、寄り添う,แนบชิด
事務員,เสมียน,事務員,เสมียน
おせっかい,สะเออะ เจ๋อ,おせっかい,สะเออะ เจ๋อ
飛行船,เรือเหาะ,飛行船,เรือเหาะ
最高裁判所,ศาลฎีกาฯ,最高裁判所,ศาลฎีกาฯ
負傷者,ผู้บาดเจ็บ,負傷者,ผู้บาดเจ็บ
隠す、隠匿する,ปิดบัง,隠す、隠匿する,ปิดบัง
中位の、中流,ปานกลาง,中位の、中流,ปานกลาง
乾物,โชห่วย,乾物,โชห่วย
腫瘍,เนื้องอก,腫瘍,เนื้องอก
自慢する、大げさに言う,โม้,自慢する、大げさに言う,โม้
賄賂,ค่าน้ำร้อนน้ำชา,賄賂,ค่าน้ำร้อนน้ำชา
美女,โฉมงาม,美女,โฉมงาม
ヘルメット,หมวกกันน็อค,ヘルメット,หมวกกันน็อค
蝶ネクタイ,หูกระต่าย,蝶ネクタイ,หูกระต่าย
批判する、陳情する,ร้องเรียน,批判する、陳情する,ร้องเรียน
早目に,ตั้งแต่เนิ่นๆ,早目に,ตั้งแต่เนิ่นๆ
声を荒げる,ตะคอก,声を荒げる,ตะคอก
非難する、訴える,โอดโอย,非難する、訴える,โอดโอย
先祖,บรรพบุรุษ,先祖,บรรพบุรุษ
突然、寝耳に水,ฉุกละหุก,突然、寝耳に水,ฉุกละหุก
頑固な、堅物な,มีทิฐิมานะ,頑固な、堅物な,มีทิฐิมานะ
体や心が震える,สั่นสะท้าน,体や心が震える,สั่นสะท้าน
隠し通せない,ปิดไม่มิด,隠し通せない,ปิดไม่มิด
天災、不可抗力,เหตุสุดวิสัย,天災、不可抗力,เหตุสุดวิสัย
変装する,ปลอมตัว,変装する,ปลอมตัว
聴覚障害者,ผู้บกพร่องทางการได้ยิน,聴覚障害者,ผู้บกพร่องทางการได้ยิน
以来,นับตั้งแต่,以来,นับตั้งแต่
やっつける、平らげる,ฟาด,やっつける、平らげる,ฟาด
身長,ส่วนสูง,身長,ส่วนสูง
敵,คู่อริ,敵,คู่อริ
恐ろしい、グロテスクな,สยดสยอง,恐ろしい、グロテスクな,สยดสยอง
交互の、行き違いの,สลับ,交互の、行き違いの,สลับ
罪悪感,รู้สึกผิด,罪悪感,รู้สึกผิด
命がけ,สุดชีวิต,命がけ,สุดชีวิต
水かけ論,เถียงข้างๆคูๆ,水かけ論,เถียงข้างๆคูๆ
マングース,พังพอน,マングース,พังพอน
修復,บูรณะ,修復,บูรณะ
取引,ค้าขาย,取引,ค้าขาย
手錠,กุญแจมือ,手錠,กุญแจมือ
学期,ภาคเรียน,学期,ภาคเรียน
カテゴリ,หมวดหมู่,カテゴリ,หมวดหมู่
緩和する、大目に見る,ผ่อนผัน,緩和する、大目に見る,ผ่อนผัน
協力する,ร่วมมือ,協力する,ร่วมมือ
絶滅する,สูญพันธุ์,絶滅する,สูญพันธุ์
目の当たりにする,เห็นกับตา ต่อหน้าต่อตา,目の当たりにする,เห็นกับตา ต่อหน้าต่อตา
藁,ฟาง,藁,ฟาง
平静な、慎重な,สำรวม,平静な、慎重な,สำรวม
クレジットカードを停止する,อายัดบัตรเครดิต,クレジットカードを停止する,อายัดบัตรเครดิต
言葉に窮する,อ้ำอึ้ง,言葉に窮する,อ้ำอึ้ง
クソガキ,ไอ้เด็กเวร,クソガキ,ไอ้เด็กเวร
びしょ濡れ、ベトベト,ชุ่มฉ่ำ,びしょ濡れ、ベトベト,ชุ่มฉ่ำ
確率,ความน่าจะเป็น,確率,ความน่าจะเป็น
針金,เส้นลวด,針金,เส้นลวด
心がゆれる,สะเทือนใจ,心がゆれる,สะเทือนใจ
頭,ศีรษะ,頭,ศีรษะ
神などにお供えをする,เซ่นไหว้,神などにお供えをする,เซ่นไหว้
輸血する,ถ่ายโลหิต,輸血する,ถ่ายโลหิต
献体,อาจารย์ใหญ่,献体,อาจารย์ใหญ่
誉めて持ち上げる,ยกย่อง,誉めて持ち上げる,ยกย่อง
間隔,ระยะห่าง,間隔,ระยะห่าง
確かに、言う通り,จริงด้วย,確かに、言う通り,จริงด้วย
強固な、安全な,แน่นหนา,強固な、安全な,แน่นหนา
不本意ながら…する,จำไจ…,不本意ながら…する,จำไจ…
でたらめを言う,ยกเมฆ,でたらめを言う,ยกเมฆ
雑草,วัชพืช,雑草,วัชพืช
動機付ける、引き寄せる,จูงใจ,動機付ける、引き寄せる,จูงใจ
造幣局,โรงกษาปณ์,造幣局,โรงกษาปณ์
(強制的に)還俗させられる,จับสึก,(強制的に)還俗させられる,จับสึก
衝撃波,คลื่นกระแทก,衝撃波,คลื่นกระแทก
完了する,เสร็จสมบูรณ์,完了する,เสร็จสมบูรณ์
強く噛む、噛み砕く,ขบ,強く噛む、噛み砕く,ขบ
お年玉,เงินแต๊ะเอีย,お年玉,เงินแต๊ะเอีย
便秘,ท้องผูก,便秘,ท้องผูก
返還する,มอบคืน,返還する,มอบคืน
淡い,ริบหรี่,淡い,ริบหรี่
気が多い、浮気症,หลายใจ,気が多い、浮気症,หลายใจ
密接な、親密な,ใกล้ชิด,密接な、親密な,ใกล้ชิด
アクティブな、熱心な,กระตือรือร้น,アクティブな、熱心な,กระตือรือร้น
発情する,ติดสัด,発情する,ติดสัด
なまり,เหน่อ,なまり,เหน่อ
対等な,เท่าเทียม,対等な,เท่าเทียม
命題,ประพจน์,命題,ประพจน์
追い詰められた,จนแต้ม,追い詰められた,จนแต้ม
驚くほど,จนน่าแปลกใจ,驚くほど,จนน่าแปลกใจ
横,แนวขวาง แนวนอน,横,แนวขวาง แนวนอน
知識の宝庫,คลังปัญญา,知識の宝庫,คลังปัญญา
棄権する、放棄する,สละสิทธ์,棄権する、放棄する,สละสิทธ์
最も…、誰よりも…,...กว่าเพื่อน,最も…、誰よりも…,...กว่าเพื่อน
唇が厚くて口が閉まらない,ปากเจ่อ,唇が厚くて口が閉まらない,ปากเจ่อ
他人の話題になる,ขี้ปาก,他人の話題になる,ขี้ปาก
惨殺する,สังหารโหด,惨殺する,สังหารโหด
最高級の、一級の,ชั้นนำ,最高級の、一級の,ชั้นนำ
明記する,ระบุชัด,明記する,ระบุชัด
くだけた表現,ภาษาวิบัติ,くだけた表現,ภาษาวิบัติ
ふぐ,ปลาปักเป้า,ふぐ,ปลาปักเป้า
疲弊する,สึกหรอ,疲弊する,สึกหรอ
お互いに,ซึ่งกันและกัน,お互いに,ซึ่งกันและกัน
詐欺罪,โทษฐานฉ้อโกง,詐欺罪,โทษฐานฉ้อโกง
修理する,ซ่อมแซม,修理する,ซ่อมแซม
操り人形,หุ่นเชิด,操り人形,หุ่นเชิด
几帳面な,พิถีพิถัน,几帳面な,พิถีพิถัน
ダム,เขื่อน,ダム,เขื่อน
集会する,ชุมนุม,集会する,ชุมนุม
保証する、応接する,รับรอง,保証する、応接する,รับรอง
蚊帳,มุ้ง,蚊帳,มุ้ง
宿命,ชะตากรรม เคราะห์กรรม,宿命,ชะตากรรม เคราะห์กรรม
療養する、休養する,พักฟื้น,療養する、休養する,พักฟื้น
煩悩,กิเลสตัณหา,煩悩,กิเลสตัณหา
炎症を起こす,อักเสบ,炎症を起こす,อักเสบ
合成する,สังเคราะห์,合成する,สังเคราะห์
風,วายุ,風,วายุ
監督,ผู้กำกับ,監督,ผู้กำกับ
がらんとする,โหรงเหรง,がらんとする,โหรงเหรง
動かない、固定した,คงที่,動かない、固定した,คงที่
仏教徒,พุทธมามกะ,仏教徒,พุทธมามกะ
ハイジャック,สลัดอากาศ,ハイジャック,สลัดอากาศ
前向きに転倒する,คะมำ,前向きに転倒する,คะมำ
嬉しそうな顔をする,หน้าบาน,嬉しそうな顔をする,หน้าบาน
対角線の、斜め向かいの,เยื้องกัน,対角線の、斜め向かいの,เยื้องกัน
平面,ระนาบ,平面,ระนาบ
両側、両国,ทวิภาคี,両側、両国,ทวิภาคี
胴体,ลำตัว,胴体,ลำตัว
スパイする,สอดแนม,スパイする,สอดแนม
留年する,ซ้ำชั้น,留年する,ซ้ำชั้น
仮装大賞,เกมส์ซ่าท้ากึ๋น,仮装大賞,เกมส์ซ่าท้ากึ๋น
くわ,จอบ,くわ,จอบ
応答する,โต้ตอบ,応答する,โต้ตอบ
腸、具,ไส้,腸、具,ไส้
霜,แม่คะนิ้ง,霜,แม่คะนิ้ง
(人)売れ残る,ขึ้นคาน,(人)売れ残る,ขึ้นคาน
独占する,ผูกขาด,独占する,ผูกขาด
力不足,มือไม่ถึง,力不足,มือไม่ถึง
制限する、限界,จำกัด,制限する、限界,จำกัด
筆,พู่กัน,筆,พู่กัน
เฉยๆ,บ่าดาย,เฉยๆ,บ่าดาย
言論の自由,เสรีภาพในการพูด,言論の自由,เสรีภาพในการพูด
賃金,ค่าแรง,賃金,ค่าแรง
好き嫌いの激しい,เรื่องมาก,好き嫌いの激しい,เรื่องมาก
かたつむり,หอยทาก,かたつむり,หอยทาก
悟りを開く,บรรลุธรรม,悟りを開く,บรรลุธรรม
深夜,ดึกสงัด,深夜,ดึกสงัด
お願い事,คำขอพร,お願い事,คำขอพร
道、道筋,หนทาง,道、道筋,หนทาง
僧侶の昼食,เพล,僧侶の昼食,เพล
軸,แกน,軸,แกน
権力を握る,แย่งอำนาจ,権力を握る,แย่งอำนาจ
決済する,ชำระเงิน,決済する,ชำระเงิน
一人っきりで,ตามลำพัง,一人っきりで,ตามลำพัง
理想、原理,อุดมการณ์,理想、原理,อุดมการณ์
絶望する,หมดหวัง,絶望する,หมดหวัง
信じられない,เหลือเชื่อ,信じられない,เหลือเชื่อ
灰皿,ที่เขี่ยบุหรี่,灰皿,ที่เขี่ยบุหรี่
議論する,อภิปราย,議論する,อภิปราย
〜にも関わらず,แต่ถึงกระนั้น,〜にも関わらず,แต่ถึงกระนั้น
公用語,ภาษาราชการ,公用語,ภาษาราชการ
マスター、マイスター,ปรมาจารย์,マスター、マイスター,ปรมาจารย์
確かに〜だが、…,〜ก็จริง แต่ก็...,確かに〜だが、…,〜ก็จริง แต่ก็...
最頻値,ค่าฐานนิยม,最頻値,ค่าฐานนิยม
慣用句,สำนวน,慣用句,สำนวน
口癖,คำพูดติดปาก,口癖,คำพูดติดปาก
霊媒師,หมอผี คนทรงเจ้า,霊媒師,หมอผี คนทรงเจ้า
じょうろ,บัวรดน้ำ,じょうろ,บัวรดน้ำ
強く匂う,เตะจมูก,強く匂う,เตะจมูก
寿命,อายุขัย,寿命,อายุขัย
加工する,แปรรูป,加工する,แปรรูป
拳を握る,กำหมัด,拳を握る,กำหมัด
三つ編み,ผมเปีย,三つ編み,ผมเปีย
ぬるくなる,หายเย็น หายร้อน,ぬるくなる,หายเย็น หายร้อน
แรด(チェンマイ),สลิด,แรด(チェンマイ),สลิด
直角,มุมฉาก,直角,มุมฉาก
象徴,สัญลักษณ์,象徴,สัญลักษณ์
連邦国家,รัฐรวม,連邦国家,รัฐรวม
責める、非難する,ติเตียน,責める、非難する,ติเตียน
いちいち〜する,คอย...,いちいち〜する,คอย...
恋に落ちる,หลงรัก,恋に落ちる,หลงรัก
単位,หน่วย,単位,หน่วย
賭博場,บ่อนการพนัน,賭博場,บ่อนการพนัน
どもり、吃音,ติดอ่าง,どもり、吃音,ติดอ่าง
憂鬱な、悲しい,หม่นหมอง,憂鬱な、悲しい,หม่นหมอง
摂氏,เซลเซียส,摂氏,เซลเซียส
行列、電車の類別詞,ขบวน,行列、電車の類別詞,ขบวน
子孫,ลูกหลาน,子孫,ลูกหลาน
プロポーションの良い体,รูปร่างได้สัดส่วน,プロポーションの良い体,รูปร่างได้สัดส่วน
魚の骨,ก้าง,魚の骨,ก้าง
曖昧な,คลุมเครือ,曖昧な,คลุมเครือ
泥棒に入られる,ถูกงัดแงะ,泥棒に入られる,ถูกงัดแงะ
詰め込み勉強をする,กวดวิชา,詰め込み勉強をする,กวดวิชา
爵位,บรรดาศักดิ์,爵位,บรรดาศักดิ์
雹,ลูกเห็บ,雹,ลูกเห็บ
(病気など)進行する,กำเริบ,(病気など)進行する,กำเริบ
着飾る,แต่งกาย,着飾る,แต่งกาย
アンダーライン,ขีดเส้นใต้,アンダーライン,ขีดเส้นใต้
応じる、同意する,คล้อยตาม,応じる、同意する,คล้อยตาม
芸能,บันเทิง,芸能,บันเทิง
まだしてないのに〜する,ยังไม่ทัน...ก็...ซะแล้ว,まだしてないのに〜する,ยังไม่ทัน...ก็...ซะแล้ว
お揃いの,เตี๊ยมกัน,お揃いの,เตี๊ยมกัน
貧血,โลหิตจาง,貧血,โลหิตจาง
障害者,คนพิการ,障害者,คนพิการ
声明,แถลงการณ์,声明,แถลงการณ์
言葉入れ替え遊び,คำผวน,言葉入れ替え遊び,คำผวน
汚点,ด่างพร้อย,汚点,ด่างพร้อย
防ぐ,ป้องกัน,防ぐ,ป้องกัน
共鳴,การสั่นพ้อง,共鳴,การสั่นพ้อง
不死の,อมร,不死の,อมร
喉が乾く,กระหายน้ำ,喉が乾く,กระหายน้ำ
麗しい,งดงาม,麗しい,งดงาม
出べそ,สะดือจุ่น,出べそ,สะดือจุ่น
自分ではどうしようもない事態,เหตุสุดวิสัย,自分ではどうしようもない事態,เหตุสุดวิสัย
とうもろこし,ข้าวโพด,とうもろこし,ข้าวโพด
轢き殺す,ทับตาย,轢き殺す,ทับตาย
利害,ส่วนได้ส่วนเสีย,利害,ส่วนได้ส่วนเสีย
お手本、モデル,ต้นแบบ,お手本、モデル,ต้นแบบ
というか,แทนที่จะพูดว่า,というか,แทนที่จะพูดว่า
ボルダリング,ปีนผาจำลอง,ボルダリング,ปีนผาจำลอง
面識がある、親しい,รู้จักมักคุ้น,面識がある、親しい,รู้จักมักคุ้น
黙字記号 ガーラーン,ไม้ทัณฑฆาต,黙字記号 ガーラーン,ไม้ทัณฑฆาต
ヤスデ,กิ้งกือ,ヤスデ,กิ้งกือ
卒倒する,เป็นลม,卒倒する,เป็นลม
直接,โดยตรง,直接,โดยตรง
お笑い話,เรื่องขำขัน,お笑い話,เรื่องขำขัน
邪魔な、うざい,เกะกะ,邪魔な、うざい,เกะกะ
罰金,ค่าปรับ,罰金,ค่าปรับ
略語,คำย่อ,略語,คำย่อ
潤滑油,น้ำมันหล่อลื่น,潤滑油,น้ำมันหล่อลื่น
場所を移動する,ขยับตัว,場所を移動する,ขยับตัว
点火する,จุดไฟ,点火する,จุดไฟ
脅迫する,ข่มขู่,脅迫する,ข่มขู่
外す、解除する,ปลด,外す、解除する,ปลด
ブローチ,เข็มกลัด,ブローチ,เข็มกลัด
かい潜る、こっそり出る,เล็ดลอด,かい潜る、こっそり出る,เล็ดลอด
順番,ลำดับ,順番,ลำดับ
からかう、冗談を言う,หยอกเย้า,からかう、冗談を言う,หยอกเย้า
覆う、隠す,กลบ ปกปิด,覆う、隠す,กลบ ปกปิด
ランクインする,ติดอันดับ,ランクインする,ติดอันดับ
人力車,รถลาก รถเจ๊ก,人力車,รถลาก รถเจ๊ก
リードする人/従う人,ช้างเท้าหน้า/ช้างเท้าหลัง,リードする人/従う人,ช้างเท้าหน้า/ช้างเท้าหลัง
足蹴りする,ถีบ,足蹴りする,ถีบ
(類別詞)一瞬,แวบเดียว,(類別詞)一瞬,แวบเดียว
バンド、楽隊,วงดนตรี,バンド、楽隊,วงดนตรี
診察券,บัตรคนไข้,診察券,บัตรคนไข้
さよならを言う,อำลา,さよならを言う,อำลา
文脈,บริบท,文脈,บริบท
示す、特定する,บ่งชี้,示す、特定する,บ่งชี้
振り返る,ย้อนมอง,振り返る,ย้อนมอง
むせる,สำลัก,むせる,สำลัก
黄身,ไข่แดง,黄身,ไข่แดง
自制する,คุมสติ,自制する,คุมสติ
作文する,เรียงความ,作文する,เรียงความ
痛い、苦しい,ระบม,痛い、苦しい,ระบม
道徳,ศีลธรรม,道徳,ศีลธรรม
合計,ยอดรวม,合計,ยอดรวม
液体,ของเหลว,液体,ของเหลว
圧縮する(データ),บีบอัด,圧縮する(データ),บีบอัด
見掛け倒しの、粗末な,กระจอก,見掛け倒しの、粗末な,กระจอก
うに,หอยเม่น,うに,หอยเม่น
でたらめ、ぐちゃぐちゃ,สะเปะสะปะ,でたらめ、ぐちゃぐちゃ,สะเปะสะปะ
